,GAME_ID,DATE,TEAM_ABBREVIATION,WINS,LOSSES,PTS,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,LOC,MEAN_PTS,MEAN_PTS_QTR1,MEAN_PTS_QTR2,MEAN_PTS_QTR3,MEAN_PTS_QTR4,MEAN_FG_PCT,MEAN_FT_PCT,MEAN_FG3_PCT,MEAN_AST,MEAN_REB,MEAN_TOV,MEAN_PTS_H,MEAN_FG_PCT_H,MEAN_FT_PCT_H,MEAN_FG3_PCT_H,MEAN_AST_H,MEAN_REB_H,MEAN_TOV_H,OPP_TEAM_ABBREVIATION,OPP_TEAM_WINS,OPP_TEAM_LOSSES,OPP_PTS,OPP_TEAM_MEAN_PTS,OPP_TEAM_MEAN_PTS_QTR1,OPP_TEAM_MEAN_PTS_QTR2,OPP_TEAM_MEAN_PTS_QTR3,OPP_TEAM_MEAN_PTS_QTR4,OPP_TEAM_MEAN_FG_PCT,OPP_TEAM_MEAN_FT_PCT,OPP_TEAM_MEAN_FG3_PCT,OPP_TEAM_MEAN_AST,OPP_TEAM_MEAN_REB,OPP_TEAM_MEAN_TOV,MEAN_PTS_A,MEAN_FG_PCT_A,MEAN_FT_PCT_A,MEAN_FG3_PCT_A,MEAN_AST_A,MEAN_REB_A,MEAN_TOV_A,W/L 1/0,LAST_2_MH,LAST_3_MH,LAST_5_MH,LAST_2_MA,LAST_3_MA,LAST_5_MA
757,7196,2020-02-13,CLE,14,40,127,33,32,33,29,51.1,84.0,35.7,25,55,17,1,106.08,26.56,25.9,26.34,26.6,45.442,76.13,34.394000000000005,22.7,44.42,15.36,107.18518518518519,45.903703703703705,76.51111111111112,36.7,23.555555555555557,44.370370370370374,15.148148148148149,ATL,15,41,105,110.29411764705883,26.725490196078432,28.647058823529413,27.372549019607842,26.686274509803923,45.16666666666666,78.79019607843136,32.9,23.50980392156863,43.15686274509804,16.058823529411764,109.53846153846153,44.71153846153847,79.59615384615384,32.87692307692308,23.692307692307693,42.42307692307692,15.884615384615385,1,0.0,0.0,0.0,2.0,2.0,4.0
758,7197,2020-02-13,ORL,24,31,116,32,27,28,21,45.8,88.9,33.3,34,46,12,1,103.27450980392157,25.19607843137255,27.137254901960784,25.666666666666668,25.274509803921568,43.345098039215685,75.04509803921567,33.370588235294115,22.941176470588236,44.31372549019608,12.03921568627451,102.04,43.468,73.36400000000002,32.943999999999996,23.72,45.76,12.32,DET,19,38,112,107.94545454545455,27.927272727272726,27.818181818181817,25.363636363636363,26.10909090909091,46.20181818181819,73.67818181818178,36.88727272727273,24.036363636363635,42.30909090909091,14.6,105.92,45.224000000000004,73.308,35.651999999999994,23.44,42.6,15.16,1,1.0,1.0,2.0,2.0,3.0,3.0
759,7198,2020-02-13,BKN,25,28,101,23,29,23,26,40.9,80.0,25.7,27,55,12,1,111.6875,28.979166666666668,28.0,27.895833333333332,25.395833333333332,45.03125,74.29374999999999,35.42708333333333,24.166666666666668,48.333333333333336,15.25,113.16,46.732,72.168,37.44800000000001,24.48,48.76,16.76,TOR,40,15,91,113.2156862745098,28.784313725490197,27.54901960784314,29.019607843137255,27.176470588235293,46.145098039215696,79.71960784313727,37.970588235294116,25.529411764705884,45.1764705882353,13.72549019607843,109.92,45.308,78.32400000000003,37.04800000000001,25.16,44.92,14.16,1,2.0,3.0,4.0,0.0,0.0,0.0
760,7199,2020-02-13,IND,32,23,118,34,34,14,36,52.3,79.2,33.3,28,44,14,1,110.13725490196079,26.470588235294116,28.50980392156863,27.254901960784313,27.0,48.30196078431373,78.08039215686274,36.72549019607844,26.392156862745097,41.86274509803921,12.176470588235293,110.5925925925926,47.8074074074074,77.48148148148148,34.36666666666666,26.185185185185187,43.407407407407405,12.074074074074074,MIL,46,8,111,119.83673469387755,29.632653061224488,30.591836734693878,30.102040816326532,29.408163265306122,48.16530612244899,72.57755102040815,36.58571428571428,26.387755102040817,51.91836734693877,13.918367346938776,117.86363636363636,47.85,74.91363636363637,34.96818181818182,25.136363636363637,52.68181818181818,14.454545454545455,1,0.0,0.0,0.0,0.0,0.0,0.0
761,7200,2020-02-13,NYK,17,38,96,24,26,23,23,40.9,72.4,13.0,19,52,20,1,104.62,26.32,25.76,25.72,25.96,43.92199999999999,68.83999999999999,33.506,21.92,46.26,13.94,104.34782608695652,44.3304347826087,67.0391304347826,32.68260869565217,22.73913043478261,45.608695652173914,14.173913043478262,WAS,20,33,114,114.65306122448979,28.714285714285715,30.285714285714285,27.510204081632654,27.693877551020407,46.39183673469389,77.84693877551021,36.03469387755102,25.06122448979592,42.775510204081634,13.591836734693878,114.83333333333333,46.15416666666666,79.50416666666668,35.699999999999996,25.708333333333332,40.916666666666664,13.916666666666666,0,1.0,2.0,2.0,2.0,3.0,5.0
762,7201,2020-02-13,MEM,28,26,111,31,36,25,19,47.4,68.2,26.1,26,57,12,1,113.5,29.08,27.48,29.0,27.66,47.64,76.85399999999998,34.93999999999999,27.42,45.8,14.68,115.0,48.232,76.50399999999999,34.464,28.32,46.72,14.92,POR,25,31,104,113.73076923076923,28.846153846153847,28.115384615384617,28.634615384615383,27.5,46.03653846153846,80.43269230769232,35.91153846153845,19.76923076923077,45.76923076923077,12.326923076923077,110.23076923076923,45.34615384615385,77.72692307692309,32.55384615384616,19.115384615384617,43.88461538461539,11.346153846153847,1,2.0,3.0,5.0,2.0,3.0,4.0
763,7202,2020-02-13,MIN,16,37,108,36,30,21,21,38.6,80.0,28.6,25,48,11,1,112.57142857142857,27.959183673469386,28.714285714285715,27.020408163265305,27.163265306122447,43.757142857142874,75.15918367346939,33.43673469387755,23.693877551020407,45.59183673469388,14.775510204081632,111.04166666666667,43.00416666666666,73.01666666666667,32.020833333333336,23.625,47.416666666666664,14.083333333333334,CHA,18,36,115,102.91836734693878,26.448979591836736,26.06122448979592,24.918367346938776,24.53061224489796,43.597959183673474,75.53061224489795,34.53265306122449,24.142857142857142,42.97959183673469,13.979591836734693,100.88,43.096000000000004,76.392,34.01999999999999,24.04,42.8,13.0,0,1.0,1.0,1.0,1.0,2.0,4.0
764,7203,2020-02-13,DAL,33,22,130,32,31,33,34,56.5,81.0,42.5,34,47,11,1,116.04,29.28,29.48,29.6,27.08,45.863999999999976,78.28199999999997,37.09,23.88,47.0,11.96,113.52,45.396,78.35600000000001,35.98,22.92,45.4,12.4,SAC,21,33,111,107.98,25.76,27.4,27.42,26.4,45.916000000000004,74.89800000000001,35.982,23.06,42.32,14.02,108.42307692307692,45.88461538461537,76.46153846153847,36.015384615384626,23.73076923076923,41.46153846153846,13.538461538461538,1,0.0,1.0,2.0,1.0,1.0,2.0
765,7204,2020-02-13,PHX,22,33,112,34,24,29,25,46.2,93.3,37.8,25,40,14,1,112.6078431372549,28.19607843137255,26.862745098039216,28.745098039215687,28.098039215686274,46.55098039215686,81.65098039215685,34.7156862745098,26.980392156862745,43.549019607843135,14.137254901960784,114.23076923076923,47.150000000000006,81.41153846153846,34.77307692307692,26.653846153846153,43.69230769230769,13.961538461538462,GSW,12,43,106,106.66,25.68,27.52,26.4,25.84,43.338,80.68199999999999,34.43200000000001,25.36,42.94,14.12,105.2,42.88399999999999,78.80000000000001,32.372,24.36,43.04,13.64,1,1.0,1.0,3.0,1.0,1.0,3.0
766,7205,2020-02-13,UTA,36,18,116,25,22,32,37,48.2,87.0,38.9,23,53,14,1,111.47058823529412,27.745098039215687,26.80392156862745,28.862745098039216,27.862745098039216,47.79607843137255,76.74117647058826,38.23725490196079,22.215686274509803,45.431372549019606,14.549019607843137,111.78260869565217,48.58695652173914,75.4086956521739,37.69130434782608,22.347826086956523,46.73913043478261,14.956521739130435,MIA,35,19,101,111.72549019607843,29.41176470588235,28.15686274509804,26.215686274509803,25.941176470588236,46.750980392156855,77.15098039215688,37.73725490196079,25.470588235294116,45.11764705882353,13.705882352941176,107.71428571428571,45.557142857142864,76.64285714285715,36.082142857142856,24.642857142857142,44.07142857142857,13.75,1,1.0,1.0,3.0,1.0,2.0,3.0
767,7206,2020-02-13,DEN,38,17,116,31,24,32,24,50.0,77.3,44.0,32,42,10,1,110.11538461538461,26.98076923076923,26.942307692307693,27.653846153846153,27.326923076923077,46.44615384615384,78.27692307692307,34.748076923076916,26.192307692307693,44.69230769230769,12.692307692307692,110.42307692307692,47.28076923076923,76.09615384615384,33.80384615384615,26.884615384615383,44.69230769230769,12.0,LAL,41,12,120,114.85714285714286,30.020408163265305,29.612244897959183,28.73469387755102,26.163265306122447,48.78367346938776,73.00408163265304,35.96938775510205,26.306122448979593,46.3469387755102,14.653061224489797,114.66666666666667,48.61111111111112,70.43333333333332,36.29629629629629,25.14814814814815,45.18518518518518,14.444444444444445,0,2.0,3.0,5.0,0.0,1.0,1.0
768,7207,2020-02-14,BOS,38,16,141,30,30,31,23,43.7,82.5,41.9,22,51,14,1,113.26,26.86,27.46,29.88,28.92,46.688,80.206,36.56,23.24,45.44,13.02,115.88888888888889,47.86296296296297,81.38518518518521,38.211111111111116,24.22222222222222,44.81481481481482,12.407407407407407,LAC,37,18,133,115.2156862745098,28.45098039215686,30.254901960784313,28.823529411764707,27.49019607843137,46.27254901960784,78.11568627450978,36.029411764705884,23.725490196078432,48.15686274509804,14.156862745098039,113.5,45.8423076923077,79.04615384615386,35.58461538461538,23.192307692307693,46.34615384615385,13.884615384615385,1,2.0,3.0,4.0,1.0,2.0,2.0
769,7208,2020-02-14,NOP,23,32,118,30,28,35,25,48.8,74.1,40.0,31,46,17,1,116.0,29.16,28.94,29.2,27.68,46.242000000000004,73.574,36.936,26.36,46.66,15.54,118.41666666666667,46.75,72.45000000000002,37.2875,27.458333333333332,46.666666666666664,14.666666666666666,OKC,33,22,123,110.54,26.24,28.08,28.2,27.28,47.26000000000002,80.32000000000001,35.70599999999999,22.08,43.02,12.84,107.9090909090909,45.76818181818181,79.75454545454545,34.768181818181816,20.681818181818183,44.31818181818182,12.454545454545455,0,1.0,2.0,3.0,0.0,0.0,1.0
770,7209,2020-02-21,DET,19,39,106,18,23,30,35,48.2,81.2,35.1,25,46,21,1,108.01785714285714,27.785714285714285,27.946428571428573,25.375,26.125,46.15357142857143,74.02857142857138,36.94285714285714,24.107142857142858,42.392857142857146,14.696428571428571,109.63333333333334,47.01666666666667,73.98666666666666,37.916666666666664,24.533333333333335,42.06666666666667,14.133333333333333,MIL,47,8,126,119.66,29.44,30.48,30.02,29.62,48.016000000000005,73.04599999999999,36.556,26.22,51.76,13.98,117.56521739130434,47.539130434782614,75.8304347826087,34.97391304347826,24.82608695652174,52.30434782608695,14.565217391304348,0,0.0,1.0,2.0,1.0,1.0,1.0
771,7210,2020-02-21,ATL,16,41,129,32,31,27,39,48.2,88.6,45.7,22,41,16,1,110.1923076923077,26.576923076923077,28.653846153846153,27.46153846153846,26.653846153846153,45.123076923076916,78.81346153846152,33.00192307692308,23.51923076923077,43.05769230769231,16.076923076923077,111.08,45.64,77.95200000000001,32.92400000000001,23.32,43.92,16.24,MIA,35,20,124,111.51923076923077,29.384615384615383,28.076923076923077,26.134615384615383,25.96153846153846,46.6826923076923,77.10961538461541,37.651923076923076,25.346153846153847,44.96153846153846,13.653846153846153,107.48275862068965,45.475862068965526,76.58620689655174,35.98620689655172,24.448275862068964,43.827586206896555,13.655172413793103,1,1.0,2.0,3.0,1.0,2.0,4.0
772,7211,2020-02-21,PHI,35,21,112,26,16,35,26,44.2,91.4,18.2,19,48,13,1,108.32692307692308,28.576923076923077,26.903846153846153,26.634615384615383,26.057692307692307,46.251923076923084,73.89999999999999,35.175000000000004,25.884615384615383,46.01923076923077,13.76923076923077,111.96153846153847,48.723076923076924,74.71538461538464,37.67692307692309,27.115384615384617,47.11538461538461,13.961538461538462,BKN,25,29,104,111.46938775510205,28.857142857142858,28.020408163265305,27.79591836734694,25.408163265306122,44.946938775510205,74.41020408163264,35.22857142857143,24.224489795918366,48.46938775510204,15.183673469387756,110.08695652173913,43.182608695652185,76.60434782608696,33.23043478260868,23.82608695652174,47.869565217391305,13.608695652173912,1,2.0,3.0,5.0,1.0,2.0,4.0
773,7212,2020-02-21,CHI,19,37,93,20,24,29,20,42.5,63.2,22.6,24,38,13,1,106.23076923076923,26.173076923076923,27.0,26.403846153846153,26.153846153846153,44.71923076923079,75.37307692307694,34.75576923076923,23.21153846153846,41.98076923076923,14.346153846153847,105.28,44.20399999999999,74.26800000000001,35.92,23.48,43.44,14.6,CHA,19,36,103,103.16,26.48,25.98,25.04,24.72,43.66,75.324,34.666,24.1,43.16,13.96,101.42307692307692,43.23461538461539,75.96153846153845,34.29615384615384,23.96153846153846,43.15384615384615,13.0,0,1.0,2.0,3.0,0.0,1.0,3.0
774,7213,2020-02-21,SAC,22,33,129,37,33,27,32,50.6,72.2,48.7,22,27,10,1,108.03921568627452,25.80392156862745,27.333333333333332,27.372549019607842,26.54901960784314,45.827450980392165,74.9450980392157,35.88039215686274,23.11764705882353,42.27450980392157,13.843137254901961,107.5,45.95000000000001,73.20416666666667,35.94583333333333,22.333333333333332,43.25,14.541666666666666,MEM,28,27,125,113.45098039215686,29.11764705882353,27.647058823529413,28.92156862745098,27.49019607843137,47.635294117647064,76.68431372549018,34.76666666666666,27.392156862745097,46.01960784313726,14.627450980392156,112.0,47.048,77.20400000000001,35.416,26.52,44.88,14.44,1,2.0,3.0,3.0,1.0,1.0,2.0
775,7214,2020-02-21,GSW,12,44,105,17,33,27,28,49.4,83.3,21.2,26,40,21,1,106.6470588235294,25.647058823529413,27.49019607843137,26.392156862745097,25.92156862745098,43.48039215686274,80.8549019607843,34.452941176470596,25.392156862745097,42.84313725490196,14.27450980392157,108.12,43.792,82.564,36.492,26.36,42.84,14.6,HOU,35,20,135,117.90196078431373,29.725490196078432,30.666666666666668,28.96078431372549,28.19607843137255,45.26274509803922,78.60392156862747,34.78039215686275,21.627450980392158,45.470588235294116,14.07843137254902,116.84615384615384,45.369230769230754,80.9192307692308,35.599999999999994,20.807692307692307,43.23076923076923,15.23076923076923,0,0.0,1.0,1.0,1.0,2.0,3.0
776,7215,2020-02-22,ORL,24,32,106,18,34,32,22,51.2,80.8,39.5,26,50,15,1,103.51923076923077,25.326923076923077,27.134615384615383,25.71153846153846,25.192307692307693,43.392307692307696,75.31153846153845,33.36923076923077,23.153846153846153,44.34615384615385,12.038461538461538,102.57692307692308,43.55769230769231,73.96153846153848,32.957692307692305,24.115384615384617,45.76923076923077,12.307692307692308,DAL,34,22,122,116.31372549019608,29.333333333333332,29.50980392156863,29.666666666666668,27.215686274509803,46.07254901960782,78.33529411764702,37.196078431372555,24.07843137254902,47.0,11.941176470588236,118.56,46.332,78.208,38.2,24.84,48.6,11.52,0,2.0,2.0,2.0,1.0,1.0,2.0
777,7216,2020-02-22,WAS,20,34,108,41,25,21,21,38.7,73.9,24.3,24,47,11,1,114.64,28.64,30.1,27.58,27.88,46.41600000000001,77.744,36.028,25.06,42.72,13.58,114.48,46.62,76.25600000000001,36.35599999999999,24.44,44.56,13.28,CLE,15,40,113,106.49019607843137,26.686274509803923,26.019607843137255,26.470588235294116,26.647058823529413,45.55294117647058,76.2843137254902,34.419607843137264,22.745098039215687,44.627450980392155,15.392156862745098,104.78260869565217,44.9,75.68260869565218,31.686956521739127,21.695652173913043,44.47826086956522,15.608695652173912,0,1.0,2.0,3.0,1.0,2.0,4.0
778,7217,2020-02-22,NYK,17,39,98,20,24,21,33,43.2,68.0,44.0,21,40,15,1,104.45098039215686,26.274509803921568,25.764705882352942,25.666666666666668,25.901960784313726,43.862745098039206,68.90980392156862,33.10392156862745,21.862745098039216,46.372549019607845,14.058823529411764,104.0,44.1875,67.2625,31.862499999999997,22.583333333333332,45.875,14.416666666666666,IND,33,23,106,110.28846153846153,26.615384615384617,28.615384615384617,27.0,27.173076923076923,48.37884615384616,78.10192307692307,36.65961538461539,26.423076923076923,41.90384615384615,12.211538461538462,109.625,48.85833333333333,78.75416666666666,39.37916666666667,26.625,40.125,12.291666666666666,0,1.0,1.0,2.0,2.0,2.0,2.0
779,7218,2020-02-22,TOR,41,15,118,31,36,26,25,52.5,90.9,37.8,24,48,22,1,112.78846153846153,28.596153846153847,27.423076923076923,28.942307692307693,27.153846153846153,45.984615384615395,79.66538461538462,37.82115384615385,25.442307692307693,45.11538461538461,13.711538461538462,116.38461538461539,46.95,81.06153846153846,38.85769230769232,25.884615384615383,45.42307692307692,13.307692307692308,PHX,22,34,101,112.59615384615384,28.307692307692307,26.807692307692307,28.75,28.03846153846154,46.544230769230765,81.875,34.77499999999999,26.942307692307693,43.48076923076923,14.134615384615385,110.92,45.92799999999999,81.9,34.656,27.32,43.4,14.32,1,2.0,3.0,5.0,2.0,3.0,4.0
780,7219,2020-02-22,MIN,16,38,117,20,33,35,29,40.4,85.7,35.7,23,43,8,1,112.48,28.12,28.74,26.9,27.04,43.65400000000002,75.256,33.33999999999999,23.72,45.64,14.7,110.92,42.827999999999996,73.296,31.884000000000004,23.68,47.44,13.96,BOS,39,16,127,113.80392156862744,26.92156862745098,27.50980392156863,29.901960784313726,28.80392156862745,46.62941176470588,80.25098039215686,36.66470588235295,23.215686274509803,45.549019607843135,13.03921568627451,110.17391304347827,45.30869565217391,78.82173913043479,34.62173913043478,22.08695652173913,46.17391304347826,13.73913043478261,0,1.0,1.0,1.0,1.0,1.0,2.0
781,7220,2020-02-22,OKC,34,22,113,27,21,30,35,46.0,88.9,34.6,19,44,12,1,110.7843137254902,26.294117647058822,28.254901960784313,28.274509803921568,27.235294117647058,47.3137254901961,80.34901960784315,35.94901960784313,22.19607843137255,42.96078431372549,12.72549019607843,112.60714285714286,48.43214285714286,80.76428571428572,36.44285714285715,23.178571428571427,42.0,13.142857142857142,DEN,38,18,101,110.22641509433963,27.056603773584907,26.88679245283019,27.735849056603772,27.264150943396228,46.513207547169806,78.25849056603774,34.92264150943396,26.30188679245283,44.64150943396226,12.641509433962264,109.8076923076923,45.611538461538466,80.45769230769231,35.692307692307686,25.5,44.69230769230769,13.384615384615385,1,0.0,1.0,2.0,0.0,1.0,2.0
782,7221,2020-02-22,UTA,36,19,104,21,25,29,29,42.7,84.6,36.4,25,47,17,1,111.5576923076923,27.692307692307693,26.71153846153846,28.923076923076923,28.03846153846154,47.80384615384615,76.93846153846155,38.25000000000001,22.23076923076923,45.57692307692308,14.538461538461538,111.95833333333333,48.57083333333335,75.89166666666667,37.74166666666666,22.375,47.0,14.916666666666666,SAS,24,31,113,112.92,27.48,27.66,29.32,27.26,47.099999999999994,80.306,36.298,24.52,45.22,12.22,112.2,47.38799999999999,78.40799999999999,35.872,23.24,43.52,11.36,0,2.0,2.0,3.0,1.0,2.0,4.0
783,7222,2020-02-22,LAL,42,12,117,28,32,24,33,47.7,65.0,31.0,25,49,14,1,114.96,29.88,29.78,28.62,26.18,48.818000000000005,72.58199999999998,35.97800000000001,26.36,46.4,14.6,115.0909090909091,48.99545454545454,76.15909090909089,35.56818181818182,27.727272727272727,47.77272727272727,14.909090909090908,MEM,28,28,105,113.67307692307692,29.23076923076923,27.615384615384617,28.923076923076923,27.634615384615383,47.69230769230769,76.8326923076923,34.86730769230768,27.346153846153847,46.11538461538461,14.711538461538462,112.5,47.184615384615384,77.48076923076925,35.59230769230769,26.46153846153846,45.11538461538461,14.615384615384615,1,1.0,2.0,2.0,1.0,2.0,3.0
784,7223,2020-02-22,POR,25,32,115,35,28,20,32,45.7,76.0,37.0,20,46,14,1,113.54716981132076,28.81132075471698,28.264150943396228,28.452830188679247,27.39622641509434,45.867924528301884,80.40943396226416,35.896226415094326,19.79245283018868,45.867924528301884,12.30188679245283,117.23076923076923,46.72692307692307,83.13846153846151,39.26923076923078,20.423076923076923,47.65384615384615,13.307692307692308,NOP,24,32,128,116.03921568627452,29.176470588235293,28.92156862745098,29.313725490196077,27.627450980392158,46.29215686274511,73.58431372549019,36.996078431372545,26.45098039215686,46.64705882352941,15.568627450980392,113.76923076923077,45.77307692307693,74.61153846153846,36.61153846153846,25.346153846153847,46.65384615384615,16.346153846153847,0,2.0,3.0,5.0,0.0,1.0,1.0
785,7224,2020-02-22,LAC,37,19,103,13,35,35,20,39.1,86.2,33.3,20,47,19,1,115.5576923076923,28.51923076923077,30.173076923076923,28.826923076923077,27.48076923076923,46.18653846153846,78.1730769230769,35.940384615384616,23.634615384615383,48.28846153846154,14.173076923076923,117.0,46.72,77.14800000000001,36.492,24.28,50.04,14.44,SAC,23,33,112,108.4423076923077,26.01923076923077,27.442307692307693,27.365384615384617,26.653846153846153,45.91923076923077,74.8923076923077,36.12692307692308,23.096153846153847,41.98076923076923,13.76923076923077,108.51851851851852,45.718518518518515,76.4925925925926,35.82222222222223,23.814814814814813,41.407407407407405,13.222222222222221,0,2.0,3.0,4.0,2.0,2.0,3.0
786,7225,2020-02-23,CHA,19,37,86,25,20,18,23,35.2,57.1,34.3,22,45,12,1,103.15686274509804,26.607843137254903,26.0,24.92156862745098,24.705882352941178,43.73137254901961,75.53725490196078,34.54705882352941,24.058823529411764,43.1764705882353,14.019607843137255,105.04166666666667,44.12083333333334,74.63333333333333,35.066666666666656,24.25,43.166666666666664,15.0,BKN,26,29,115,111.32,28.68,28.1,27.76,25.4,44.754000000000005,74.49399999999999,35.111999999999995,24.18,48.48,15.2,109.83333333333333,42.85416666666668,76.6875,33.07083333333332,23.75,47.916666666666664,13.708333333333334,0,0.0,1.0,1.0,1.0,2.0,4.0
787,7226,2020-02-23,ATL,17,41,111,21,37,19,34,43.9,65.4,21.6,27,53,10,1,110.54716981132076,26.67924528301887,28.69811320754717,27.452830188679247,26.88679245283019,45.18113207547169,78.99811320754716,33.241509433962264,23.49056603773585,43.0188679245283,16.07547169811321,111.76923076923077,45.73846153846154,78.36153846153846,33.415384615384625,23.26923076923077,43.80769230769231,16.23076923076923,DAL,34,23,107,116.42307692307692,29.423076923076923,29.51923076923077,29.615384615384617,27.28846153846154,45.94423076923075,78.34615384615381,36.88269230769232,24.01923076923077,47.01923076923077,11.846153846153847,118.6923076923077,46.065384615384616,78.2346153846154,37.534615384615385,24.692307692307693,48.57692307692308,11.346153846153847,1,2.0,2.0,4.0,0.0,1.0,2.0
788,7227,2020-02-23,MIA,36,20,124,38,44,24,18,57.0,75.0,47.5,34,29,15,1,111.75471698113208,29.50943396226415,28.07547169811321,26.264150943396228,25.9811320754717,46.57169811320754,77.2924528301887,37.50188679245283,25.39622641509434,45.075471698113205,13.679245283018869,116.6086956521739,48.20434782608696,77.7695652173913,39.75217391304348,26.47826086956522,46.391304347826086,13.652173913043478,CLE,15,41,105,106.61538461538461,26.78846153846154,26.076923076923077,26.346153846153847,26.75,45.69807692307692,76.04807692307692,34.540384615384625,22.673076923076923,44.67307692307692,15.5,105.125,45.24166666666667,75.19583333333334,32.0625,21.583333333333332,44.583333333333336,15.833333333333334,1,1.0,2.0,4.0,1.0,1.0,3.0
789,7228,2020-02-23,CHI,19,38,104,24,33,23,24,43.4,85.7,36.8,18,38,25,1,105.98113207547169,26.056603773584907,26.943396226415093,26.452830188679247,26.037735849056602,44.67735849056606,75.1433962264151,34.526415094339626,23.22641509433962,41.905660377358494,14.320754716981131,104.8076923076923,44.138461538461534,73.8423076923077,35.40769230769231,23.5,43.23076923076923,14.538461538461538,PHX,23,34,112,112.37735849056604,28.20754716981132,26.67924528301887,28.867924528301888,27.943396226415093,46.445283018867926,81.88867924528303,34.45094339622641,26.9811320754717,43.301886792452834,14.18867924528302,110.53846153846153,45.74999999999999,81.92692307692307,34.0,27.384615384615383,43.03846153846154,14.423076923076923,0,0.0,1.0,3.0,2.0,3.0,5.0
790,7229,2020-02-23,MIL,48,8,119,31,25,37,26,52.7,69.2,34.1,35,57,17,1,119.7843137254902,29.49019607843137,30.627450980392158,29.980392156862745,29.58823529411765,48.064705882352946,73.21176470588235,36.43333333333333,26.176470588235293,51.549019607843135,13.843137254901961,121.44444444444444,48.42222222222222,70.67407407407408,37.9037037037037,27.40740740740741,51.2962962962963,13.481481481481481,PHI,35,22,98,108.39622641509433,28.528301886792452,26.69811320754717,26.79245283018868,26.056603773584907,46.213207547169816,74.23018867924527,34.854716981132086,25.754716981132077,46.056603773584904,13.754716981132075,104.6923076923077,43.780769230769245,73.08461538461539,32.673076923076934,24.653846153846153,44.92307692307692,13.576923076923077,1,2.0,3.0,4.0,2.0,3.0,4.0
791,7230,2020-02-23,UTA,36,20,110,36,30,19,25,46.7,79.2,22.6,18,46,13,1,111.41509433962264,27.566037735849058,26.67924528301887,28.92452830188679,28.056603773584907,47.70754716981131,77.08301886792455,38.215094339622645,22.28301886792453,45.60377358490566,14.584905660377359,111.64,48.33600000000001,76.24,37.687999999999995,22.48,47.0,15.0,HOU,36,20,120,118.23076923076923,29.884615384615383,30.73076923076923,29.115384615384617,28.153846153846153,45.409615384615385,78.84038461538464,35.0923076923077,21.807692307692307,45.28846153846154,14.096153846153847,117.51851851851852,45.64814814814814,81.2888888888889,36.170370370370364,21.185185185185187,42.96296296296296,15.222222222222221,0,1.0,2.0,2.0,1.0,1.0,2.0
792,7231,2020-02-23,LAL,43,12,114,28,28,31,27,45.3,67.6,32.4,20,46,13,1,115.0,29.84313725490196,29.823529411764707,28.529411764705884,26.313725490196077,48.79607843137255,72.43333333333331,35.880392156862754,26.333333333333332,46.450980392156865,14.588235294117647,115.17391304347827,48.939130434782605,75.67391304347825,35.369565217391305,27.608695652173914,47.82608695652174,14.869565217391305,BOS,39,17,112,114.0576923076923,26.865384615384617,27.692307692307693,29.98076923076923,28.865384615384617,46.62307692307692,80.21538461538461,36.62307692307693,23.173076923076923,45.78846153846154,12.98076923076923,110.875,45.349999999999994,78.80416666666667,34.61666666666667,22.041666666666668,46.666666666666664,13.583333333333334,1,2.0,2.0,3.0,1.0,1.0,1.0
793,7232,2020-02-23,TOR,42,15,127,34,29,22,42,51.1,88.9,38.6,32,57,17,1,112.88679245283019,28.641509433962263,27.58490566037736,28.88679245283019,27.11320754716981,46.10754716981133,79.87735849056604,37.820754716981135,25.41509433962264,45.16981132075472,13.867924528301886,116.44444444444444,47.15555555555556,81.42592592592592,38.81851851851852,25.814814814814813,45.51851851851852,13.62962962962963,IND,33,24,81,110.20754716981132,26.39622641509434,28.754716981132077,27.037735849056602,27.150943396226417,48.23773584905661,78.11509433962263,36.507547169811325,26.30188679245283,42.056603773584904,12.18867924528302,109.48,48.54,78.756,38.948,26.36,40.52,12.24,1,2.0,3.0,5.0,1.0,2.0,2.0
794,7233,2020-02-23,DEN,39,18,128,43,30,24,31,58.9,64.7,36.7,29,38,13,1,110.05555555555556,26.87037037037037,26.962962962962962,27.75925925925926,27.203703703703702,46.54259259259259,78.5,34.68703703703703,26.166666666666668,44.53703703703704,12.75925925925926,110.62962962962963,47.38148148148148,76.14074074074075,34.18148148148148,27.074074074074073,44.592592592592595,11.925925925925926,MIN,16,39,116,112.56862745098039,27.96078431372549,28.823529411764707,27.058823529411764,27.07843137254902,43.59019607843139,75.46078431372548,33.38627450980391,23.705882352941178,45.588235294117645,14.568627450980392,114.04,44.48,77.216,34.79600000000001,23.76,43.84,15.44,1,1.0,2.0,4.0,2.0,3.0,5.0
