,GAME_ID,DATE,TEAM_ABBREVIATION,WINS,LOSSES,PTS,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,LOC
203,6593,2020-01-25,GSW,10,37,118,30,21,35,32,48.8,82.6,48.7,31,38,20,1
204,6594,2020-01-25,UTA,32,13,112,25,30,25,32,44.0,77.3,34.9,22,54,13,1
205,6595,2020-01-26,DET,17,30,111,25,35,17,29,41.3,66.7,37.1,20,52,8,1
206,6596,2020-01-26,CLE,12,34,106,31,26,19,30,50.0,81.8,43.3,30,43,21,1
207,6597,2020-01-26,MIN,15,31,104,22,26,24,32,44.4,66.7,27.9,33,41,13,1
208,6598,2019-11-21,CHI,5,10,109,30,29,25,25,42.9,65.4,51.9,25,55,14,1
209,6599,2019-11-21,MIN,8,7,95,19,27,22,27,39.3,52.4,31.1,13,51,13,1
210,6600,2019-11-21,DEN,10,3,105,27,27,28,23,46.8,53.3,33.3,29,48,14,1
211,6601,2019-11-21,LAC,10,5,107,22,18,29,28,41.9,75.0,37.8,26,53,23,1
212,6602,2019-11-22,MIL,12,3,137,37,35,35,30,47.2,80.8,37.2,32,58,12,1
213,6603,2019-11-22,PHX,7,7,121,33,33,28,27,46.5,87.5,41.9,28,38,14,1
214,6604,2019-11-23,DET,5,10,128,33,43,31,21,59.8,65.0,50.0,30,42,18,1
215,6605,2019-11-23,WAS,5,8,125,33,29,28,35,52.7,75.0,41.2,34,41,11,1
216,6606,2019-11-23,BKN,7,8,116,26,30,30,30,50.6,71.0,35.3,22,48,18,1
217,6607,2019-11-23,PHI,10,5,115,29,30,28,28,51.7,68.4,38.5,32,51,15,1
218,6608,2019-11-23,CHI,5,11,108,16,27,24,41,45.6,80.0,33.3,23,41,13,1
219,6609,2019-11-23,OKC,5,10,127,33,34,36,24,52.7,90.0,35.5,28,37,11,1
220,6610,2019-11-23,DAL,10,5,143,29,37,45,32,58.0,77.8,54.1,31,49,5,1
221,6611,2019-11-23,DEN,11,3,96,27,18,25,26,44.3,84.6,25.0,24,48,17,1
222,6612,2019-11-23,UTA,10,5,113,30,35,25,23,50.6,81.2,43.8,23,48,17,1
223,6613,2019-11-23,LAC,11,5,122,31,24,25,42,51.7,79.2,39.4,27,47,19,1
224,6614,2019-11-23,MIN,8,8,98,23,22,28,25,41.8,58.8,28.6,26,57,14,1
225,6615,2019-11-24,CHA,6,11,115,23,26,25,41,55.0,68.2,42.9,26,43,19,1
226,6616,2019-11-24,IND,9,6,111,24,31,28,28,54.4,93.8,41.7,26,42,19,1
227,6617,2019-11-24,ATL,4,12,116,27,34,29,26,52.2,72.7,41.2,32,38,15,1
228,6618,2019-11-24,NYK,4,12,104,16,27,28,33,43.0,60.0,37.5,30,37,11,1
229,6619,2019-11-24,PHI,11,5,113,28,27,37,21,50.6,88.2,48.3,28,44,14,1
230,6620,2019-11-24,CLE,5,11,110,19,30,27,34,42.5,81.2,32.3,19,52,13,1
231,6621,2019-11-24,MEM,5,10,108,35,28,21,24,48.3,61.5,46.7,28,47,19,1
232,6622,2019-11-24,MIL,13,3,104,27,27,23,27,48.8,50.0,35.1,25,49,21,1
233,6623,2019-11-24,UTA,11,5,128,44,30,24,30,51.2,87.9,41.7,29,49,17,1
234,6624,2019-11-24,HOU,11,6,123,29,31,35,28,45.9,74.2,22.7,26,54,11,1
235,6625,2019-11-24,NYK,4,13,101,22,24,26,29,46.2,56.2,51.4,22,43,16,1
236,6626,2019-11-24,WAS,5,9,106,27,30,28,21,45.7,75.0,38.2,29,45,16,1
237,6627,2019-11-25,DEN,12,3,116,28,24,27,37,47.3,69.6,45.2,24,52,10,1
238,6628,2019-11-25,LAC,12,5,134,40,32,28,34,46.9,78.8,37.2,27,56,6,1
239,6629,2019-11-26,CLE,5,12,106,26,25,24,31,42.6,65.0,40.6,24,45,10,1
240,6630,2019-11-26,DET,6,11,103,23,30,25,25,43.0,84.0,36.8,23,49,13,1
241,6631,2019-11-26,IND,10,6,126,36,31,37,22,54.3,60.0,54.5,29,47,13,1
242,6632,2019-11-26,ATL,4,13,113,30,34,26,23,43.6,80.8,31.2,26,42,17,1
243,6633,2019-11-26,BOS,12,4,103,19,34,22,28,44.7,87.0,23.3,20,38,11,1
244,6634,2019-11-26,MIA,12,4,117,36,33,29,19,51.9,85.7,41.9,29,49,18,1
245,6635,2019-11-26,TOR,12,4,101,28,23,30,20,45.2,63.6,32.4,27,40,10,1
246,6636,2019-11-26,CHI,6,12,94,28,26,18,22,41.9,65.0,23.1,24,37,17,1
247,6637,2019-11-26,MIL,14,3,122,23,25,42,32,44.3,79.3,31.7,21,49,9,1
248,6638,2019-11-26,SAS,6,12,104,22,34,26,22,46.6,80.0,40.0,23,41,13,1
249,6639,2019-11-26,GSW,3,15,97,28,31,24,14,41.6,87.5,45.0,27,41,12,1
250,6640,2019-11-27,DAL,11,6,99,27,19,31,22,38.0,80.0,28.9,16,46,20,1
251,6641,2019-11-27,DEN,13,3,117,25,39,22,31,52.2,73.9,25.0,31,58,20,1
252,6642,2019-11-28,BOS,13,4,121,30,27,34,30,44.3,91.7,38.2,23,55,14,1
253,6643,2019-11-28,CHA,7,12,102,31,24,31,16,44.3,85.0,23.3,27,41,3,1
254,6644,2019-11-28,CLE,5,13,104,27,25,21,31,45.7,86.4,32.4,20,49,25,1
255,6645,2019-11-28,IND,11,6,121,21,32,36,32,52.1,81.2,36.4,23,42,12,1
256,6646,2019-11-28,PHI,12,6,97,25,22,29,21,46.2,83.3,19.2,20,50,17,1
257,6647,2019-11-28,TOR,13,4,126,21,37,31,37,48.9,76.5,51.2,26,52,12,1
258,6648,2019-11-28,HOU,12,6,117,27,39,25,26,46.3,78.8,34.1,19,43,15,1
259,6649,2019-11-28,MEM,5,12,119,31,29,28,31,46.7,84.6,39.3,26,48,20,1
260,6650,2019-11-28,MIL,15,3,111,33,27,21,30,47.7,63.0,29.4,25,47,14,1
261,6651,2019-11-28,SAS,6,13,101,24,23,31,23,42.3,82.4,17.2,25,46,6,1
262,6652,2019-11-28,PHX,8,9,132,34,35,26,37,51.6,87.5,39.5,29,40,15,1
263,6653,2019-11-28,NOP,6,12,110,38,26,25,21,40.5,83.3,42.5,20,42,19,1
264,6654,2019-11-28,POR,7,12,136,42,21,41,32,52.1,100,46.7,23,54,9,1
265,6655,2019-11-28,GSW,4,15,104,25,28,25,26,45.7,73.1,37.9,31,54,20,1
266,6656,2019-11-29,BKN,10,9,112,31,27,29,25,46.2,69.2,41.5,30,49,18,1
267,6657,2019-11-30,DET,6,13,107,37,20,28,22,49.4,50.0,42.9,27,45,13,1
268,6658,2019-11-30,ORL,7,11,83,23,24,12,24,34.6,81.5,24.1,17,52,22,1
